iteration,chain,θ[1],θ[2],θ[3],θ[4],θ[5],θ₂[1],θ₂[2],λ[1],λ[2],λ[3],λ[4],λ[5],μ,δ,lp
1,1,-0.8425885719635499,0.26663330580174277,1.152173913497996,0.08158003008688616,1.5488597505279968,0.14063057193842668,0.0177853388332628,0.22066572339745602,0.8352367736765461,2.4171972218950937,0.6689111994610631,3.890865788616635,1.072846381347703,1.0089323266670827,-8.699704058666407
2,1,-0.43583781127282295,-3.1862538661780433,-1.477144835530578,-0.7660613039330433,-0.06914139375018799,-0.9727912635448888,0.9650297283541148,0.35951284455102206,0.013253353828942948,0.10304661682191177,0.24188967027934763,0.5582381182003858,0.6148385095392412,1.6201437245662422,-13.929250150109741
3,1,0.1331467133057754,-1.5544102689843484,-2.0034304517351003,0.8589115977046865,-0.2998277692795222,-0.15662184467790266,-0.43704069478040514,0.7116109438925506,0.09392184086141729,0.05479718022599263,1.7001116361771915,0.42324954916850444,0.9246768791453629,0.803707125935781,-10.177976583210127
4,1,0.6250294408827626,1.154897269623697,1.4640913169190044,1.1749797806650246,1.0148904175867615,-1.440803638110556,-0.8048103663857925,1.2840707808991825,2.4251096104376817,3.514543273141541,2.484262256496687,2.050058852150042,0.4865567089182222,0.6687097408428342,-10.93368362430662
5,1,0.1715725622025041,-0.9980626988097405,0.2823289464130009,0.13328851078087875,-0.34893069081750977,-0.5189808091604166,1.4813838038980292,0.7451923355811871,0.18310871370379536,0.8511173491650375,0.7117320397570309,0.3990307373952769,0.7714446102933495,2.0973861981694095,-8.286886451266486
6,1,1.3085831670656738,0.7861139490330693,0.31909788647311316,1.0148194094180805,0.08910299583330715,1.3851255201287171,-0.6153133330689513,2.9162536631777236,1.5578968504021087,0.8895117731832355,2.0498841744825373,0.6749771739849183,1.9988315004896162,0.7351676823521509,-9.316154476985712
7,1,1.419365617349791,0.1559465585078078,0.16212242651806327,-0.3895707947072535,0.002321379430226884,1.2245459863105066,-1.5239933168805357,3.3308873528417196,0.7313492743976074,0.7367894681549211,0.38003764945792484,0.6082226005572443,1.844619444650451,0.466733588481059,-9.452090263123857
8,1,1.4330214530468857,0.5050224290212844,0.4649698629250436,-1.1831060126431405,0.16320497985549084,-1.318421210041083,1.5929133621435605,3.3859202943129927,1.1118518014010796,1.0596766723509543,0.14664695974045497,0.7377472267923957,0.5172594954191716,2.2176690816629376,-10.545958872992397
9,1,-0.7143487921217764,-1.2013267668146086,-0.2563505161361751,-0.4504766580711592,-1.1427253999750155,0.5897801257162156,0.2772407021712906,0.25737565967563275,0.14347533785678843,0.44591781316244106,0.353252567335697,0.1539279751242218,1.3429787073295356,1.1486879190896242,-8.408894406152534
10,1,2.1547256484898143,-0.7512822913521454,-0.316580180506723,-0.4969786867520829,0.19137696047097505,-0.6716003896999432,0.7961722479132518,8.049989428403249,0.24621780474676017,0.4148259614929604,0.3340801234844826,0.7631141535390414,0.7147659054585056,1.4889722605677187,-9.77059023249578
11,1,-0.5179037186374323,-0.5034759261971637,1.0760620654690534,-0.016501391558834705,-0.5440945292279039,0.03380922358914596,1.4777371474730656,0.32579580386939544,0.3314855329660432,2.2062063980107207,0.5946384710008616,0.31571561122839537,1.0170483032855953,2.093565459031061,-8.512961298463082
12,1,-0.21228502581558864,-0.5889933082165846,-0.03594583756012429,-2.422167754113151,-1.2789182047064034,1.2708545383186314,-0.22016703104531016,0.4701318785492995,0.2991554413744524,0.5809241943565218,0.03315368838846663,0.13071945126771095,1.8878285800936392,0.8957593223645708,-11.21224139996606
13,1,-2.216044661659163,1.213919895309859,0.45735323714888315,-0.9117534682247477,-0.7294581736697342,-0.7555307183516131,-0.8526171836349379,0.04245741972968666,2.6031021654844255,1.0500354070266555,0.20309038314333905,0.25275116585702184,0.6853913025799181,0.6529148268562219,-11.059976622624538
14,1,0.013770605140562565,-0.4653075634241337,-1.1878117215725401,0.48590406666034847,-0.42409535083609345,-2.05380469095361,2.2023372865228454,0.6166366824393595,0.3470213144100222,0.14582119991642134,1.086634038122877,0.36461458273633374,0.35811455938895337,3.0076788745613134,-11.988549884852947
15,1,-0.06782352023436253,0.15292809120101566,0.6943493755969898,1.640812553203326,-0.4636140895365402,0.0980290237897952,1.2186554101223688,0.5591216413170768,0.7287050016296908,1.3954532190498874,4.344779736358398,0.34772723728552807,1.0502355915379635,1.839194501893346,-8.888591054062413
16,1,-1.2263183303146392,-0.4414761598656707,-0.8262278162233041,0.8625361876472932,0.6382438859747726,0.2104827710042871,0.7367257326800769,0.13923641039191473,0.3570885846035417,0.2250408406008117,1.707522390105856,1.3045950200771672,1.1109787521555916,1.4453664186506083,-8.492470725614957
17,1,-0.7201348174549217,1.0865886870008972,1.0108086726990295,-0.4530016363623149,-1.593782086834811,-0.40320146531669415,0.014344284582379747,0.2555948306784704,2.2342518390604424,2.0400420231735534,0.3521838411829581,0.08958758720991941,0.817421232399016,1.0071979237028406,-9.247135885347165
18,1,2.207402687725885,0.23881157566127773,-1.79534991243209,0.3872568669424327,-0.8118071705606523,0.7873934669984586,-1.1642080933793713,8.575276395732828,0.8078118478038114,0.07033963120959831,0.965323732634815,0.2289690116997802,1.4824509027990773,0.558721552730444,-11.901223043557131
19,1,1.2158043264451288,-1.7363839039083577,0.07017059484326656,-1.2411094016321367,-2.3477757391865475,0.6889192314729559,0.36761898132277077,2.608995266181375,0.07549712637649145,0.6598153299710078,0.1367868667135063,0.03624945664041019,1.411227108658914,1.2017868496683197,-12.51271474522775
20,1,0.9379466337994222,-0.1163458638789829,-0.6719662984046708,0.2612629849226494,0.20832171303945876,-0.38138075592075465,0.16620304645423428,1.8692475319587365,0.5274954513750507,0.2708041107368582,0.8298714928311738,0.7787899232743586,0.826388416611157,1.0866521233787036,-7.247344718003125
21,1,-0.9836603871344602,-0.6822606885264535,-1.7498359109833592,1.1794006132001016,-1.3584455805035456,-0.156661570802071,-0.575201146263044,0.18630084521022428,0.26747937291115836,0.07428820462840087,2.497476284600724,0.11882128795046343,0.924658512413515,0.7500611269810641,-10.475945996296685
22,1,0.11799759298553383,-0.4553054554763334,1.4615226315533567,2.026008674776687,2.155414060319063,-0.2079529939462297,1.455386370226409,0.6987914832905471,0.35121154436186525,3.5037266453667986,6.897854420745669,8.05664222548084,0.9012464791925165,2.070299297755758,-13.067164606584228
23,1,0.2063558536151246,3.1591774972811435,0.7412687843529472,-1.0126863922546245,0.6965697037863393,-0.7019636157083069,-0.9874025641481378,0.7769548987532104,26.870069166423974,1.476275764764499,0.17992347260205646,1.3991762135522232,0.7039965609472385,0.6103630822553062,-13.208031947962784
24,1,0.14280068511400973,0.8672026860700973,1.2934966625768858,1.0925121564186249,2.9449378426974944,1.0335252241214796,-0.03792713951704205,0.7199027267298574,1.7171109928175174,2.8639334013007716,2.2501898438521386,20.77863740793574,1.6765910785654046,0.9812151074950068,-13.123280090720364
25,1,0.6190803760574681,-0.7429182853526317,-0.23425871449784827,-1.4400701018996949,0.7240838101047944,1.216536474798572,0.06505564483742626,1.274936599216069,0.24870148866038586,0.4578972534881693,0.10773463893174144,1.4461438095214487,1.837246966652124,1.0330626350453254,-8.968748597398088
26,1,0.5036415564000697,-0.8523621693167136,-0.7923157280311064,0.3077886286389054,0.7834536897199386,-1.2503876853464428,-0.6542929219469251,1.1100109361688568,0.21809280338459533,0.23438765861217797,0.8775216552199271,1.5529314885826784,0.5351576820683833,0.7209781401331954,-8.586590938998672
27,1,1.44825842837176,-0.29378774704362287,-1.2839347738835996,-0.9525068890377278,-0.025163395652430556,0.8610382301259657,-1.5268250719159322,3.448399167875246,0.4263284175759315,0.1299348992884493,0.19339737540916635,0.5884895704005157,1.5380557442507088,0.4660732184982009,-10.338937944115198
28,1,-0.9453103094240232,-0.011271400104545045,-1.9639147372961914,-0.518290845943337,0.4237807595719526,-1.8312533836063531,1.043952041217718,0.19507476740645838,0.59838215130853,0.05745819237565137,0.32564448967663784,1.0085734548302825,0.40026570423775837,1.6853546570343236,-11.253689769151322
29,1,2.2521644522207303,0.04654461662498642,0.7883356595332667,-0.169536738723832,1.0558606130596968,-0.6281224421780142,1.1597518591060707,9.048485020643735,0.6413714786492577,1.5620558269126505,0.49487796286866936,2.1533671550263507,0.7304743063579532,1.7858168499097753,-10.722085107598105
30,1,0.09192410720502488,1.043031953548206,-1.7992682794874597,1.0133946773571603,-0.3437008496148914,1.1825380732626076,-0.6701366418477572,0.6772660690731233,2.1204712341819953,0.0700096677758999,2.0463825258366657,0.40154285279878105,1.8062791960142697,0.7152892154630859,-10.09572498181383
31,1,0.3285075299518339,1.532485239233671,2.295040976515723,0.4311300275956776,-0.31213431615569276,0.9666099007415365,-1.188079838968335,0.8996126798066835,3.815158792546938,9.526231193492794,1.0175075242166736,0.4170449874676731,1.6214242835642272,0.5520923646246185,-11.60897504522351
32,1,-0.8991238533744361,-0.38380951910143146,1.1415681724615085,-1.4074978463217571,-0.09430299125891971,-1.0100825572368792,1.167100530888647,0.20619176935103162,0.3826741547034861,2.3866287539309483,0.11202901087193581,0.5416346461083233,0.6034806640648231,1.792390610563134,-9.748192235548906
33,1,-0.8877679045074586,0.6041550457861631,-1.0202539760033016,0.19913473857836966,-0.06977828106303038,0.39312971558112664,-1.0265520073025007,0.20902080523162644,1.2523052526024658,0.17829696587850508,0.7702514078637771,0.5578116394624509,1.217214264145938,0.598531571906923,-8.156038230812444
34,1,-0.11943220728287009,0.4909775146280774,-0.1804419051115146,-0.896580990203612,-0.3443655604382325,-0.9268656056526619,-0.4253157696692885,0.5255454261442366,1.0932697948291454,0.4884440803878995,0.20682191122851576,0.4012226886493529,0.6291202885378128,0.8084326669868224,-7.557720092037099
35,1,0.9557691322848954,-0.39977104154075077,0.053119540385214714,-0.424182976857504,-0.556504981941996,0.6228880745829055,-0.24131888260562787,1.9096556899027872,0.3754142297994912,0.6464518564414661,0.3645762450817146,0.3110486406182667,1.3653953730624,0.8863357575508599,-7.438563009830468
36,1,0.22775039006383624,-0.19253102649680484,-0.015557667457221045,-0.09860094503979236,0.888151277466597,-0.4110501786214326,1.3064331437579637,0.7971602675218314,0.48140939790406356,0.5953122620407535,0.5388483327422386,1.7608233866251415,0.8142196661006925,1.921712223824102,-7.814292294351294
37,1,-0.611520723475843,-1.7563395999194038,0.2719862688180269,0.4353868623760895,0.023757319554097336,0.45909766423561876,-0.5507605411111026,0.29117673244469405,0.07371068431779851,0.8406192323013152,1.0227184558326914,0.6240709491376107,1.2580322981047736,0.7592833352239553,-8.551018174945064
38,1,1.4861954023091943,-1.787083898465529,0.5221176924379862,1.2526828921513864,0.11154984598765035,0.47447458493607503,0.8454133162615262,3.609013559436839,0.07104081711669559,1.1348962430339704,2.7270473594518028,0.693405589461956,1.2677419076923924,1.526086565214922,-10.530849793556566
39,1,0.2536974982469635,2.062413751603988,0.9514480210518129,0.07664041521070365,1.0152280191051184,-1.5393532907409366,-0.8864195703174343,0.822371530795626,7.205873821154285,1.899779117110855,0.6649579311558431,2.050889543981823,0.46316280993891973,0.6419725166539638,-11.14010779871365
