iteration,chain,log_λ_xscale_base,λ_xshift_base,log_λ_yscale_base,log_λ_yshift_base,log_μ_base,log_δ_base,lp
1,1,-0.37885514248198665,-0.12225407455767073,-0.7321182766267772,-1.51978604500458,-2.276895553044823,-1.6632669657048973,-10.991098414214584
2,1,-0.33812376388652,2.040774178729549,1.0072467837419412,0.22897180179718277,0.792270315829045,1.5327780046407324,-9.67521208048057
3,1,-0.2228569173414849,0.1971915847556381,-1.9993330959676114,0.7832687074570162,-1.1105317294948047,-0.57335587241905,-8.644336250263207
4,1,1.1424695071039848,-0.7084455551554732,0.033366992788282854,-0.7081814933922651,0.47623975314657124,0.23753091377256758,-6.8101268495019065
5,1,1.5435962431627377,-0.49694835452367153,0.15885024384012053,0.5196430854270457,-1.0519486674880159,0.13413246933206008,-7.538379640992555
6,1,-0.3494888505762645,-1.1110746988388531,-0.22358433159697028,-0.7890977649017071,0.08347163282332257,0.9484622502961713,-6.98155261558232
7,1,0.8585427336755812,0.5572617614514347,-1.2982390403525275,-0.5188667234041646,0.5057144094319613,0.7852506378141543,-7.450955802712725
8,1,1.342089304903552,-0.40759405294011913,-0.3050026167199797,0.6449102109265755,0.298853417962595,1.1941773023219135,-7.509453791978445
9,1,1.0372092687430414,1.4613908643146067,0.41721959547557463,1.1703553252862966,-1.1691399494866515,-0.17450773860366184,-8.589936837258875
10,1,1.57800847695225,-0.7904010632392168,1.4190507609600473,-0.43128251884914326,0.4333264717116986,-0.3347886414836375,-8.320835965678818
11,1,-0.8486376391164265,1.6603951853956445,-1.2634661654462813,0.7441355313149661,-0.4930181535108909,-0.8600071588910664,-8.81856203294716
12,1,-0.36355381034078316,-0.5396768107635547,0.5624399625675973,-0.39479870787763205,-0.27328227300966784,-0.22117173137526164,-6.023244849140523
13,1,0.3025311553402346,-0.7870447466029783,-0.8571638463488547,-0.44391610670030474,1.123102408107271,1.5512149310864063,-8.168822541180095
14,1,-0.6962663992777335,-1.3011449712615684,-0.09587078925354885,1.2986130508598899,-0.5904423905747284,-0.6646930990334167,-7.845526865022249
15,1,0.3915218991168665,-1.0063864990151838,0.8516323632197184,-1.963580891682376,0.14893841902245963,-0.2090989554336956,-8.42009910371596
16,1,-0.6403987380635325,-0.2985633499198273,0.6740529814730168,-0.7936575200054815,-0.9941999382747088,-1.0173502421780796,-7.317093864751968
17,1,0.19236202440174782,0.2955837095618345,-0.25399313120208766,0.21487577137998626,-0.10887645173330053,0.579412535068587,-5.804946175803486
18,1,-2.0849388391074037,2.1408946777569215,-1.7042144089717115,-1.5281598364935272,0.9170499161373812,-0.9210658853597992,-13.443312267001224
19,1,0.8006751716840715,-1.1627651908931336,-1.680469755362188,0.426224134320758,3.1137325324322314,1.199000018789378,-13.579471479054217
20,1,-0.016093356622727806,1.064698033284083,-0.765729498526167,1.4054874550459846,-0.213413508460607,0.09221545324037835,-7.38844448163851
21,1,0.7470222525959738,1.2721505510972093,-0.4055315577611362,-1.7830744822839004,-0.2678843181030365,-0.598399712350855,-8.48866317316293
22,1,0.9087268272786833,-0.8156536784404783,-0.5546384858822564,0.22677214794642533,-0.3457811457412324,-1.15315650609515,-7.163360876815615
23,1,-1.6078492025933155,-1.5563776014477868,-0.8507141386083564,1.3327558225023672,1.169872666734217,-1.8365800880435743,-11.638166899618245
24,1,-0.21340153911473075,2.4390753184843814,0.1011001392520752,0.4326843639855125,1.3699425593933185,0.0812498408971971,-9.551336087134784
25,1,0.45967974862567085,0.2043738052859671,-0.4311418767862356,0.6941451646330626,1.2920698221382538,-0.6251443147550227,-7.004153594546412
26,1,0.07281928255354421,-0.25859048855364153,-1.4614925153554348,0.30454333534806133,-0.6395388319076906,0.734087879498418,-7.138018017513656
27,1,1.0915281554254455,-0.4762505105242089,1.0549972908793848,1.0343938283383898,-0.5179225608273961,-0.5378365476649118,-7.593006234101314
28,1,0.8003125297707374,-0.3636571127356671,-0.5257865519076137,-1.7419228942089453,-0.5325978530345097,-1.2542758148670843,-8.483812099880488
29,1,-0.7850042335723604,0.9537857725249151,0.04571920180177088,0.42366307401770686,0.5459542458144233,2.3347031778106015,-9.241843478877398
30,1,-1.2711946378609533,0.731874004081874,0.7006181924808774,0.7277084654798245,1.5633458493042716,0.3639114443759752,-8.387872504942113
31,1,1.5332878195152506,0.177647515315025,0.9902986879570004,0.5311564191526403,1.1539274398101491,-2.2068200333785795,-10.437107202335879
32,1,1.0119291188656805,0.48468435387985714,-0.44969273535530285,-1.7694042789098763,-0.5366547963559603,-0.26464692788836514,-7.988616644154402
33,1,1.2477421045732955,-0.7582707661445979,0.9844577458439033,0.0882000556041493,1.4135897357158296,-0.17018283138853105,-8.081615876475894
34,1,-1.9237592711635638,-1.8885306289507082,0.7570198840722255,0.18923904927794746,-1.0285499190178822,-2.155664779642375,-12.304178084541721
35,1,-0.8601148579849096,-1.084810473508254,-0.2577314203384371,1.0717016614947381,0.6954577003068841,-0.5137542240906383,-7.4532242413915215
36,1,-1.218491434215176,0.4481250640715442,1.965978049606849,0.08302044886738928,-0.7874340418456743,-0.8231689436395743,-8.941210706628578
37,1,-0.8109412362514964,-0.9106770478746589,-0.22008502438504196,-0.5338988762542269,-1.2948494419485725,-0.4937597332785932,-7.384069976090425
38,1,1.798632653764438,-0.3263522695844628,0.9463678991339326,-0.03471230647582386,-0.8857858508133791,0.33256047059447585,-8.080438905170976
39,1,0.4697083241971299,0.7380437341317644,-1.9148526855457568,-1.1076141141885194,1.2454105184168498,0.6837855266953246,-9.352338350480027
40,1,-1.2904497210385937,-0.8250980206538271,0.21279358956455213,-1.174569430533187,0.26445710976802267,-0.5113200078911683,-7.564794898475512
41,1,0.0017455333107198596,-0.6910953292592289,-0.49285473955836656,-0.4924070332342072,-1.9213930501381626,1.264622833156422,-8.640635421705
42,1,0.2800073224393486,1.3682915835012146,0.1859368502791551,-0.35599928143383497,-1.505959331604705,-0.9349140628177416,-8.140587085265398
43,1,0.5275448179757111,1.1863405702156677,-0.5574969855724112,-1.2888155091317632,0.3220845961406526,-0.5896524167124638,-7.568123323537781
44,1,1.0861902947859317,0.8809109991919798,-0.9935657439438185,0.5339932210580248,0.42547966229965556,0.6976184865902828,-7.46155104348917
45,1,0.5242378416661062,-0.6086687500804063,1.2667678696580198,1.7003600078575616,-0.075235843030998,1.1439737968008867,-8.741413416089081
46,1,0.9616654739324553,0.9940293327619373,1.4139092731326137,0.08461569510966607,0.04488531437310415,-0.29101008699721637,-7.516579003645369
47,1,0.1279890125721612,-0.2554276638095772,-0.7043492706410387,-0.8310582429137128,-0.8037811528947388,-0.34699844850348355,-6.53106232020725
48,1,-0.6313801235109707,0.9616425396956156,0.2915739587123422,1.269205877315164,-0.8993874476046734,-0.5674909206966398,-7.588751145682773
49,1,-1.1857482372626729,0.14132044952657277,1.1721839234287816,0.3645486316990413,2.04233608393179,0.0631073021829574,-9.067631408309593
50,1,1.470388281468083,0.9699226886889786,-1.8686147917319065,1.5970338655701568,-1.6159184502482042,-0.33835838645529837,-11.448985680981409
51,1,0.9956495512858927,-1.0721430478426819,-0.8479911453327885,-0.4707991609544696,0.028927360570069446,0.2600360156656625,-7.08863374831017
52,1,-0.055283236562681345,-0.11161312393928949,-0.16065665594365594,0.1400719675918568,0.1753719901105426,-1.5343749692826938,-6.736634361308529
53,1,1.2770802971986004,-0.8857955412209773,0.789324123855596,0.5050245090641236,-1.4494188320868184,-1.2253055835745503,-8.961550637999327
54,1,0.809516743461083,0.9138882268160435,0.13195006758596114,-0.9717802967733115,-1.573626729320058,-0.3685673104288563,-8.045841079296476
55,1,0.5470785821827375,-0.8739241950665911,0.4998373238784293,0.5109992017924625,-0.7348815797565712,-1.0089468804212562,-7.0796415753068604
56,1,0.3211759484970479,-0.6183187275600289,0.48823162723121594,0.46271319365410524,1.4481417274560338,-0.7691027053690707,-7.326920746408148
57,1,0.1496069365448031,-0.8720774239708616,1.580676692893958,0.03042777815926148,0.04350347426110243,-1.9485117624485846,-9.054109482566608
58,1,-0.26046468012636564,-0.21494747327920627,0.9224023661859734,-0.10285665753033944,-0.5356320337267931,0.10174580535697386,-6.149983082962176
59,1,1.6971163859704703,0.1883493454773526,0.10775859207521109,-0.79695831205775,-1.6203206845922369,0.2862811252317012,-8.648546185416324
60,1,-1.2864863518323968,-0.5315320433712144,0.7520897291106698,0.09418890449774023,-0.5694912755033494,-1.3467267667100629,-7.83866982622475
61,1,-0.4089333149172579,-1.4091466612323837,-0.7400137668997013,-0.4364704588836473,2.0064063957416978,-1.8782007257603568,-10.735807297583387
62,1,-0.29099336618344984,0.5323952644272173,0.26227518350799867,0.05172354233742669,0.5690407115277846,-1.0416623244236427,-6.437857790709588
63,1,1.453726371104867,1.1137014955806712,1.0329612243678858,1.727687125750758,-0.19125485207670956,-1.0117975387530398,-9.746569077581267
64,1,-0.3649799699447613,-0.4023659985784301,0.572289994101363,-1.1794892074403778,0.4865809371011041,-1.9159787674367903,-8.474408723582314
65,1,-0.7583946755100566,-0.030243244922452357,-0.8041455136930028,2.013441667578104,0.3796032958856403,1.7486788824851278,-9.752956694195236
66,1,-0.6749085577992616,-0.010417246715875548,1.5423733885284567,-0.9103744514536096,0.2153405967384304,0.9188377528682256,-7.790602089537849
67,1,0.7406452872233732,1.7306250408698594,-0.2783455450636754,-0.24333296407760913,0.9816667071006774,-0.9091721558875222,-8.248915789381355
68,1,-0.6907909490198577,0.6780569693551942,-1.2626498993071753,0.5382877111590311,0.7733676813742683,-0.13495376815055063,-7.232282152866236
69,1,0.17660096356196012,1.0059079367693642,0.46035759446688207,0.08534473956467115,1.2249767392259012,0.8860772111082369,-7.287607375543627
70,1,-0.28723540675229026,0.33807102649269316,0.7329896834604811,-2.1303590856402086,-0.0805580858232124,-1.3015176366589611,-9.000100034928579
71,1,-0.5388166787303047,-1.404800237626439,0.3804647426839177,0.36653098782729676,-0.27841340259187736,1.140220792560071,-7.473882691680813
72,1,2.2048159260169107,-0.6791075418285266,1.8780124206590139,-2.02143972268592,-0.2884314499850227,-0.3009432878030981,-12.068285743929263
73,1,0.9926173186718673,0.08225052177144343,1.4877691663638994,1.28599859994305,-0.8098366521421437,0.7034011835240488,-8.518587403844759
74,1,-0.09845885723574611,-1.770482575208369,2.7479698435690314,-0.9603957049264379,0.06643734798468348,0.11015632918584148,-11.330905801706798
75,1,-0.7567360473674902,-0.26146394037948806,-0.6318695748286669,0.09663899680501319,0.9924964938501145,-2.5261564474058265,-9.721694589166326
76,1,-1.2742513333157686,0.5426808152207248,-1.0468634101570313,-0.6269261358785452,0.37377302221369696,-1.8572192856395557,-9.011705226290596
77,1,-0.42633460188119887,-0.5117648780754638,-0.7542553370221355,-0.5952366605818133,-1.7491944172415537,1.3036161268203617,-8.576615396295486
78,1,1.3499594788706029,0.031146384781248645,-0.9784091354359304,-0.6679901922559861,0.016505096400510434,-0.24931791440049234,-7.15827513211824
79,1,-0.6396766920233499,-0.18138527396549894,-1.257151975909475,-1.4973613592611321,2.122164164086452,0.3976245022868983,-9.976778700639322
80,1,1.4526572757961185,0.2440042740633304,-0.8658646478722215,0.28097428811300895,0.6602100131545952,0.21170861036581226,-7.253189790664379
81,1,-0.39903249765576776,0.2931154288113541,-0.26072164490846367,-2.5024030540525484,-0.03644867931246126,-0.9430761895334305,-9.246562006896276
82,1,0.5850185801487006,0.40417166593074466,0.04457107406689476,0.2038287127241175,0.004379620574487759,-0.18078042395399674,-5.80454867032606
83,1,0.270540232324412,1.1215972272436776,0.9616145043897916,-0.23202182848637543,-0.44235359412166675,1.1885810492323787,-7.472686476348305
84,1,0.34252499277466336,-0.42600310480969455,1.3961641314110753,0.6394906077770652,-0.286277716518209,-0.36059190499610955,-6.948134193318191
85,1,0.40798881412347937,-1.3349646129203432,-0.5988643564955287,-2.117142601338741,-1.600650388846705,-0.016961590650035458,-10.18957423170609
86,1,-0.8522710926845806,0.14615544485210163,-0.740288741039024,-1.3194598741407353,1.2670186081858794,-0.32386823128162484,-7.887109196120579
87,1,1.0834082617815415,0.02449284702804399,2.1259647419866003,0.22619771260352098,-1.852323515975114,-0.9365149343299897,-10.540344939561422
88,1,-0.802845118165171,-0.06560986419357823,-0.8259334021883281,0.1629797271858772,-0.17577049970659225,-1.946192088006271,-8.101707312403253
89,1,0.2709000265493824,0.6042621906774793,-1.147738856845944,-0.1880809324483479,1.451722812755025,-0.749041881333654,-7.743511901826385
90,1,-0.4561607581194566,-0.8497279259777313,1.7623104046537013,-0.7593356476303401,0.1592725748244019,0.37846323859096853,-7.904156674029724
91,1,-1.785974784331103,-1.3361863943759837,-1.1372015699036884,-0.7324764416441588,-0.5814103795337048,-0.8719970017014893,-9.465264178899554
