iteration,chain,log_λ_xscale_base,λ_xshift_base,log_λ_yscale_base,log_λ_yshift_base,log_μ_base,log_δ_base,lp
1,1,-1.5267204377947217,-0.8175900263149872,1.3407128846574061,0.40858989060334666,-0.3856885798011551,1.1432038484718996,-8.723359301152776
2,1,-0.8564299955284109,-0.8679366848407786,-1.0294440170603385,0.05061287302934754,0.6296620295581171,2.530808861360884,-10.18891661798845
3,1,-0.8657810535640222,0.5741477193716698,0.5178917897286451,1.1243420250495912,0.9350316260626891,-1.0303812100142817,-7.7874056548375385
4,1,1.2007766102119934,-0.34970604782095865,-2.589005670235381,1.050052828052566,0.5538880189075981,0.16151164778763208,-10.364930219021721
5,1,-0.1252280477482949,0.982550278171749,-2.0090188681188113,-0.6882269210750355,-0.25690265696282577,-0.013821907273492496,-8.292176319579678
6,1,-0.4029890265715655,-2.960513460684835,2.0080841449943123,-0.22369602249462245,-0.3576959217050249,0.6877649739559694,-12.318855690275893
7,1,0.08336109041826585,-0.973036624931329,-0.9659569449905958,0.25958361799659,0.2567305758195308,-0.7873672872762056,-6.833663025625316
8,1,1.3910436410568585,-0.9550127350740221,-0.19467809296007432,0.10104118232581255,0.8579225959184114,-0.021053593168685155,-7.329448724355714
9,1,1.4996363701969422,2.083835136029891,-2.0841455939010816,0.17217415182597745,0.6903769481849305,-0.20952732563702295,-11.256184670667137
10,1,-1.3579911694521938,-1.1776978540343357,0.06653529610166582,-0.6881543617149147,0.9635636904438594,1.0880776876232952,-8.424363030591667
11,1,1.1337703053909076,-0.4167957478449815,-0.11372736133617221,0.610761307207754,0.582854344593525,1.4165312053545769,-7.609329664558686
12,1,-1.2891530416553292,-0.14944551667635803,-0.5534466319299705,0.3530813709520334,-0.046950694637398004,-0.09531996158192378,-6.576885908715417
13,1,1.3123545996977446,0.5879256003341304,0.7571075854519057,-0.5719780872855283,0.020564831717806566,-0.43793924893712527,-7.093889015839485
14,1,-1.01942468487483,0.39981518178341724,-0.5841379976725191,1.995879760753839,-1.3540290231853507,-1.5398366357930668,-10.377792973221586
15,1,0.9675063254502633,0.573726602936007,1.216100459448276,-1.072651469592961,-0.31070215953112973,-0.5216451161153128,-7.645312032476674
16,1,-1.1860769659895707,0.2730576706469612,-0.055657441187503966,1.3798186656452271,0.4237893813741913,0.2821936637760915,-7.337414731834826
17,1,0.8803721398811775,0.32249589175036947,-0.3295054500277946,0.16553555126612593,-1.1382701780086333,0.42692548895018034,-6.76011066746053
18,1,-0.3906078882685669,0.40655518152188624,-0.7816508919305971,0.10743003842270218,0.13758327844153925,0.06722087765518006,-5.995545585683426
19,1,0.4831545190313625,-0.5875991686035145,1.6733987497664211,0.8136315625045911,0.5448673945079575,-1.096283212304898,-8.283475262531482
20,1,-1.2666015452596753,-1.6656031668065125,0.0243120177708761,0.22054476623873706,-0.5846344520286147,0.14634734387536708,-7.90911091893386
21,1,3.0582118943156633,0.24953201748416273,1.2070148935810021,0.4738716761015264,-0.8015773828188086,1.3837352816290822,-12.34043878287449
22,1,-1.3578953992359568,1.7502876655559874,2.766414820991851,-0.6599831292399471,0.33618506212846866,1.3015483700922166,-12.915163237146219
23,1,-0.8197741697062576,-0.5161545693986647,0.542788557571459,-0.568435259650715,-0.1912011246842683,-0.4525641699820717,-6.412408943980775
24,1,0.22661724505227965,-1.2168583988528998,2.2210312559149674,-1.885751308822205,1.0859833331668454,-0.8226856430074665,-11.452285721336331
25,1,-0.1658811459830658,-0.7288243478984183,-0.25412207802249653,-0.8742866575293332,-0.4522515964723761,-1.0813146975070718,-6.894346027383595
26,1,-0.5344188442910479,1.0236724230612122,-0.31311343876620124,-1.9287436630421524,0.25590156138382325,0.7901452574688634,-8.434339204802967
27,1,-0.7905682915498989,0.7849595293685577,1.985126912966293,-0.02986824613566433,2.0830253208124025,0.4903964530113308,-10.394763112894358
28,1,0.35043859813361955,-0.45197946283890256,-0.09970262943217206,0.7913332324539315,-2.3166763637568444,-0.15488343862661252,-8.690741098699094
29,1,1.8239604598319146,-0.9375993356716913,0.06374051920366024,-1.1301655008432994,-0.49227743815059327,1.2104040944381473,-9.1109693663839
30,1,0.7703939170458635,0.7979922885371193,-0.595585567538175,-1.3382397723344925,0.45672131353072104,-0.9233678587338126,-7.732185647867794
31,1,1.2770819586603652,-0.11240606516162348,-2.1709078121526963,-0.5884780158580631,0.7951714806329547,0.42119644908269094,-9.269843543711355
32,1,0.3406145169682222,-0.10997268683998303,-0.18040960836619285,-1.6562354084328077,2.2804869581262435,0.19626864815721912,-9.585090071423577
33,1,-0.59296306754811,0.3252050532510092,0.569609370121841,-0.618484852552959,0.27992462571183196,0.10153494323047775,-6.140135706368455
34,1,-0.448561723595143,-0.6586402725714667,0.3016812192253631,0.4846150827223597,-0.23474470814105666,-0.32988038283126764,-6.0760332541980855
35,1,0.5486112034614903,0.647185317971001,0.9193345576322799,-0.8405890477985647,1.7007569560382088,0.627034937535459,-8.292299249677527
36,1,0.7384232356272691,-1.0209841544859624,0.9389512464117438,0.4135399415367981,-0.018676932436486847,0.9493647933705237,-7.284613491081426
37,1,0.23030180462098335,0.7372090882789663,0.2596393887187286,-0.6912846954901128,-0.8600716582300002,0.9068560061100229,-6.865588387505138
38,1,-0.9648495129953241,0.1223006773716622,-0.9710837715704403,-0.2959173296509055,0.5479627734242781,0.04858964496930845,-6.653174674460609
39,1,-0.3110929613496034,-0.2863865261504489,-0.08420697345558745,-0.5070036195339345,0.8609059024259934,-0.582012385558983,-6.275049672896446
40,1,0.45669697929089514,0.5940824721614574,0.32943248138665415,0.2860128296363143,-1.1842106528993843,-1.2467573559156997,-7.367928193279202
41,1,1.0933075667464192,1.192242120435368,-1.32234200530852,1.2736039356244897,0.5988828054724343,-0.2484774567465223,-8.717541066372286
42,1,-0.7478956280170443,0.5254348062606123,0.14415484139373583,-0.5126759053830583,-1.3363779362200805,0.09133011606335527,-6.970278192633395
43,1,0.3825414826170107,2.255532047194174,1.347423573429507,-0.4041467585417747,-1.3103629385949456,-0.8826777076440959,-10.36804052769361
44,1,1.4919306352835002,0.13067257082688216,-1.355406724717809,1.1877109465606055,-0.1996737868491283,-0.9483656601708467,-8.728623234128058
45,1,-0.48573557988546284,-0.5709674534351612,-0.7300215327871242,1.1850971951936133,0.47251466025859346,1.063491923253542,-7.440438630139209
46,1,-1.5522572145574522,0.3625773776885049,0.03418771664031671,-0.2304388315609688,0.13840954024398308,1.1640770624507155,-7.4983653383139535
47,1,-1.1002046779008008,-0.2234698726636038,0.2698048446391248,-1.575453727569434,0.9354854853311552,0.5255386942085954,-7.996912314999037
48,1,1.390617871056397,-0.5623046429646346,1.82208776327236,0.445475974787161,-0.007642924860802015,0.9618678684240306,-8.860483922521771
49,1,0.9339970367369034,-0.6229453099793153,-0.6866128845941185,-0.40656111744710927,-0.10855174005731229,1.8540936151963912,-8.186924766003303
50,1,0.44671598628621567,-0.912612184259635,-0.7929369893193141,-0.07021967055050786,-0.7693246474481893,-2.3135758585793855,-9.318926053727253
51,1,0.8547492607744728,0.09677661669623103,-1.7125986114872256,-1.0007965106869692,1.2896413106958022,-0.6461752567191045,-8.891264621655061
52,1,0.1313131359263091,-0.2765914703947318,-1.7340761391676422,-0.011106685912110175,0.21865877924447072,1.9159290809259706,-8.923373849699509
53,1,0.4643060855144643,-1.0623386615800778,-0.0021125433866235194,0.14971653639521892,-0.8401067885830544,0.9893995728485977,-7.039258203237826
54,1,-2.103725618991995,0.8220816068793728,-0.25851347054810236,-1.650900566351352,0.4471987982777399,-0.5435371966718979,-9.708231695304868
55,1,0.8148900014351255,0.20878555920649944,-1.7141875483801514,0.054224522583389084,-1.2474397564126987,-0.3040080287198394,-8.162402799952115
56,1,0.8227118899364887,-0.5997542868503933,-1.9575377060783186,1.3905844623685852,0.9053303124839173,0.6036545587026433,-9.506761637769186
57,1,-0.7202727448047914,0.07519492240097657,-0.0027223329560485984,0.06815418544296507,1.1441354600913718,0.03419470067881942,-6.433288567201358
58,1,0.26559670368117805,1.4830036155739383,-0.18931596922693553,-1.6352208362611969,-0.463575809557778,-0.124074180475198,-8.118594192141298
59,1,-0.11495235178103903,-2.316256757927819,-1.3701872048788475,-0.5395021069545343,-1.6647369631864517,1.1075848755247102,-11.286045361597392
60,1,-0.09280580939990635,-0.9133057467027491,0.07392075315105276,-2.316420998023724,-1.2616835693565167,0.5765660373431358,-9.582773523054062
61,1,1.0969952619816064,0.788825714219503,0.18045145024466128,-0.6312602813214818,-0.8500682757427044,0.9409233842139234,-7.445956083867155
62,1,-0.5954545356168945,0.8694407432632636,-0.21436752280587007,0.3964107893985913,-1.9884720250081311,-0.7374133509795658,-8.419325050858685
63,1,1.2872376306167055,0.48857856769697044,0.16638567639382398,-0.31447956021910334,-0.03615118572294569,-1.117243840591634,-7.149537213809179
64,1,0.688727632751791,0.26699028417099263,0.836035157500503,-0.9001783894129315,1.1751273077525906,-2.5738676089863373,-10.543943268885757
65,1,0.8589251896562767,-0.3895505383405436,-0.13842126282100534,0.7422004982860512,-0.7144156427153293,0.7984722830460386,-6.817367112404844
66,1,-0.32596217142212686,-1.0607134514608942,-0.25822043921592563,0.13864999818787083,0.7245382415079246,-0.03992272453002846,-6.435538933166021
67,1,1.7481818979334376,0.8873502139690148,-0.9843507813624353,-0.3099138813551504,-0.7273934608773968,1.0025146083995988,-8.734961305278167
68,1,1.3057499574734401,0.16907352368786607,0.7498208046716993,-0.06099876498599993,0.8891654947228537,0.7695367561632814,-7.354792695425284
69,1,0.2699339723720939,1.6109398603492533,1.0902525925705007,-0.3141232590633233,0.6523730240550089,-0.6110638548144071,-7.890783858112652
70,1,0.3738603148462848,-0.36111436147799697,-0.8887843972914429,-0.2957607557299406,0.9559659057313684,-0.1459706435186025,-6.555013943363694
71,1,-0.7254920289183512,-0.49759696006676374,-0.15274835294756745,1.3907113824865531,-0.17203810951633147,-1.0046943925526932,-7.398810979703227
72,1,-1.545780752449074,-0.25137019161969265,0.6070103903092394,0.2174760634689284,0.39791641202710104,1.1921225988104531,-7.737569360006724
73,1,-0.38794556234621996,1.891982031241172,-1.231273860240086,-1.092888366578164,-0.6224755359426895,-1.6451825499986592,-10.280950940359654
74,1,0.21977782985268488,0.004671300058316122,-0.5389746902946696,-0.7349924220295955,-1.1064907202841059,0.05726030407253684,-6.566947273855774
75,1,1.3348199716974796,-1.2392805786720407,2.3237200566258127,-0.8016223677566168,0.28405591958500076,0.7121546169106547,-10.487474196931739
76,1,-0.4393062478600569,0.27281189944951273,-0.7136890494263666,0.04685577885280207,-0.14251436353404712,1.5712666628891045,-7.147707751674698
77,1,-1.178548577005674,-0.1643732142760695,-0.37666041851186594,1.716928589342207,0.01393494276934901,0.2657186889773256,-7.801887578232794
78,1,-1.778835222170049,-0.032940292332868756,-0.3055652463264083,-0.588103879279269,0.21071130752199746,-0.3065850106056964,-7.385116062689692
79,1,-1.0137254106101181,0.2766761233222507,1.3924946849076758,0.25562942319609916,-1.0008806916899085,0.20145278768085517,-7.589092258975555
80,1,0.7372890413257358,-0.6704837882628042,-1.5929067971010018,1.4540270814968135,-2.455634314623334,-0.23517630942288076,-11.378700320442213
81,1,0.9958552140695589,-1.8043195300324661,-0.8193404643591017,0.33989886953428783,-1.612875439216883,1.5727035802810616,-10.568086372103489
82,1,2.3273127912972202,1.2188602826500345,-0.34556196409120765,-0.6481822030200176,0.003908985277658575,-0.8684029683727036,-9.611479925298166
83,1,0.005393870199729322,1.227166684439934,0.5442616597794893,-0.713176112577255,0.9524290072661182,0.4769332757416521,-7.236328424469712
84,1,-0.2322528793575124,-0.8014962553457312,0.6862616029110666,0.1889143168573505,-0.16547384184204886,2.0095109733684158,-8.147879798462474
85,1,0.7056801510257588,0.07766417785095046,0.4094656516537881,-0.17183757017065784,-1.257442887176894,-0.4160014276482121,-6.741344335626303
86,1,-0.3072113745786201,0.27205719933520195,-0.542294296886541,1.0465090653586933,0.6152594120831107,-1.0595942793210817,-7.043102428038542
87,1,-1.3773921428526956,1.1347569324417024,-0.7417914097206681,1.2283427183509665,0.7956570438063123,1.8084001540952266,-10.087303193662187
88,1,-0.8678842321593592,1.0834141670732966,0.6346679074597861,-0.6521711807282476,0.23653275225871342,0.7897590603764867,-7.2310347071858665
89,1,1.3063180953588927,-1.552320661638786,1.373799334100086,0.3169377188460329,-2.674928344026386,-0.7687120676362303,-12.438681408937658
90,1,0.4692896005087581,0.5905123068830965,0.19794234367471386,1.6039467921136998,-0.5182151271080941,0.25595918121656025,-7.271044207973058
91,1,0.20925290395813828,0.8506553525775412,0.8413896098604029,-0.340336080690294,0.6694187419716603,0.21589192933098345,-6.5565798028968265
92,1,0.5060410458666033,0.7757286753952413,-0.21684569356438527,-0.5885987759929467,-0.3498791975153832,-0.17937423238078493,-6.216578029201157
93,1,0.013238467792934937,0.6631255886353493,-0.22053176327831467,-0.6065176298833097,0.10530617950195385,0.2532947135263611,-5.979459349552083
94,1,-1.8663279196093103,-1.3227765846061432,-0.10837199022097418,-0.14122293009476355,-0.13584529379107496,0.09216308695525961,-8.159408288721448
95,1,1.295967890620111,-0.37999816036732176,0.5081023442816295,-1.8823239589673524,-0.630551911802576,-0.22474473595920266,-8.550305581221616
96,1,-1.357123372650922,-0.06385472180333393,0.08516578930295365,0.35553934700847106,1.1264969405250962,0.9646224828688997,-7.6031385014777175
97,1,-0.2544372344412755,1.2509183087245188,-0.7423990451367015,0.24996217931759784,-0.6658573028828825,0.11368078414547196,-6.863362010811946
98,1,0.4163034949269376,0.8650173074838587,-0.9875294884362388,0.40771740689912717,-0.9671582634510562,0.15654911001446994,-7.025088322709377
99,1,0.4570063719282028,0.4888172674359924,0.24274427321914702,1.224970764455752,0.21047688591497715,1.9512091002431808,-8.443027585855457
100,1,-0.05352201469787393,-0.11698479831434702,2.11086582056003,-0.9971484930369136,-0.7790391733527052,-0.47333580937052,-8.662410449587455
101,1,-2.070405003164973,1.0045663878837123,0.6752298504834973,0.4042969535804654,0.18018323671937767,-0.3847113537399927,-8.561426552700947
102,1,-0.030109937621961586,0.44403929688422855,1.5012512076922624,0.16861814699917044,0.07931585120127152,-0.34963258511838663,-6.818030560450185
103,1,0.38348462864486665,-1.0220939926517691,-0.20141685773635196,-1.1267657647133458,-0.4075349148780132,-1.3439237309792043,-7.750692264660964
104,1,-0.7946898720276395,-0.8604629494874793,-2.491382768784572,-0.06480320513541843,-3.0282982279577983,2.071598365124848,-16.036244189216433
105,1,0.8651086058104089,-1.162982256288331,-0.762547282619525,-1.0706980605931524,-0.8451559213941082,-0.8640864202955615,-8.158504797569941
106,1,0.08727116039861388,-0.7069246001980913,-1.3517574502559633,0.6903900652924213,-1.8568476563890874,0.5707238758278481,-8.806058326156606
107,1,-0.392023851206855,1.9388752682666894,0.7868100170307204,-0.9952218842178284,-1.1317050510715778,-1.1677882095129486,-9.597102315445852
108,1,-0.06743090785622513,0.40177582727336014,0.3329547327921128,0.11420825388598281,1.6235857490371148,0.25506791524823375,-7.009112923190711
109,1,1.7136623065945944,0.014823307522077148,-1.2741972036838671,1.4689598405087823,-0.9209234451047383,0.4725033901152309,-9.408450801131206
110,1,1.4186430017047669,-1.2023403688632377,-1.422196631661891,-0.4392096021412087,0.13837376205721114,-0.10541027039401576,-8.365619842097022
111,1,-0.781969252879859,0.7657286613735728,-1.347803575749573,0.6417205401223676,-0.5663881531273519,0.45476610468896067,-7.490533087074891
112,1,-1.418914539429633,1.0241232435914551,0.5696377214096312,0.04348689034911478,1.8980070770103226,0.538512257303926,-9.154106922828996
113,1,1.4186806145437068,0.8122134267497746,0.8729752934381777,0.6401834443204657,-1.4544467597058595,-1.3853529186293516,-9.45307326322001
114,1,0.48083169158464545,2.1352755609608187,-0.8391134937820669,0.14205281095155434,1.9366387050244933,0.6930265075172609,-10.386504452895833
115,1,1.75460651916894,1.436912236999285,0.3050286495145261,-0.5707997973352953,0.33098377997327094,0.563694682904611,-8.50839002810375
116,1,-1.2520663650842916,-0.05281471711932251,-0.38474628020570306,0.3929594121403654,-0.294379688861637,1.2335513535437677,-7.25423855907081
117,1,1.5436734659399807,1.8060475710999366,-0.9196003668784758,0.3777152394127672,-2.0060860376339877,-0.6058105661942347,-11.025859633164744
118,1,0.9081698335392248,-0.21761041329272737,0.41254451620456317,0.14083707796494666,-0.21032345239441252,-0.6693469967606083,-6.29083927702994
